request_url	status_code	time_spent	request_method	request_host	request_port	request_path	request_query_params	request_content_type	request_http_version	response_content_type	response_content_length	server_header	clientip_port	serverip_port	tls_version	cipher
https://mobile.events.data.microsoft.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream	200	0.32668	POST	mobile.events.data.microsoft.com	443	/OneCollector/1.0?cors=true&content-type=application/x-json-stream	MultiDictView[('cors', 'true'), ('content-type', 'application/x-json-stream')]	application/json	HTTP/2.0	application/json	9	Microsoft-HTTPAPI/2.0	('127.0.0.1', 54409)	('mobile.events.data.microsoft.com', 443)	TLSv1.3	TLS_AES_256_GCM_SHA384
https://mobile.events.data.microsoft.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream	200	0.338113	POST	mobile.events.data.microsoft.com	443	/OneCollector/1.0?cors=true&content-type=application/x-json-stream	MultiDictView[('cors', 'true'), ('content-type', 'application/x-json-stream')]	application/json	HTTP/2.0	application/json	9	Microsoft-HTTPAPI/2.0	('127.0.0.1', 54409)	('mobile.events.data.microsoft.com', 443)	TLSv1.3	TLS_AES_256_GCM_SHA384
https://mobile.events.data.microsoft.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream	200	0.331721	POST	mobile.events.data.microsoft.com	443	/OneCollector/1.0?cors=true&content-type=application/x-json-stream	MultiDictView[('cors', 'true'), ('content-type', 'application/x-json-stream')]	application/json	HTTP/2.0	application/json	9	Microsoft-HTTPAPI/2.0	('127.0.0.1', 54409)	('mobile.events.data.microsoft.com', 443)	TLSv1.3	TLS_AES_256_GCM_SHA384
https://mobile.events.data.microsoft.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream	200	0.334108	POST	mobile.events.data.microsoft.com	443	/OneCollector/1.0?cors=true&content-type=application/x-json-stream	MultiDictView[('cors', 'true'), ('content-type', 'application/x-json-stream')]	application/json	HTTP/2.0	application/json	9	Microsoft-HTTPAPI/2.0	('127.0.0.1', 54409)	('mobile.events.data.microsoft.com', 443)	TLSv1.3	TLS_AES_256_GCM_SHA384
https://mobile.events.data.microsoft.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream	200	0.335305	POST	mobile.events.data.microsoft.com	443	/OneCollector/1.0?cors=true&content-type=application/x-json-stream	MultiDictView[('cors', 'true'), ('content-type', 'application/x-json-stream')]	application/json	HTTP/2.0	application/json	9	Microsoft-HTTPAPI/2.0	('127.0.0.1', 54409)	('mobile.events.data.microsoft.com', 443)	TLSv1.3	TLS_AES_256_GCM_SHA384
https://mobile.events.data.microsoft.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream	200	0.232677	POST	mobile.events.data.microsoft.com	443	/OneCollector/1.0?cors=true&content-type=application/x-json-stream	MultiDictView[('cors', 'true'), ('content-type', 'application/x-json-stream')]	application/json	HTTP/2.0	application/json	9	Microsoft-HTTPAPI/2.0	('127.0.0.1', 54409)	('mobile.events.data.microsoft.com', 443)	TLSv1.3	TLS_AES_256_GCM_SHA384
https://mobile.events.data.microsoft.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream	200	0.334821	POST	mobile.events.data.microsoft.com	443	/OneCollector/1.0?cors=true&content-type=application/x-json-stream	MultiDictView[('cors', 'true'), ('content-type', 'application/x-json-stream')]	application/json	HTTP/2.0	application/json	9	Microsoft-HTTPAPI/2.0	('127.0.0.1', 54409)	('mobile.events.data.microsoft.com', 443)	TLSv1.3	TLS_AES_256_GCM_SHA384
https://mobile.events.data.microsoft.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream	200	0.238028	POST	mobile.events.data.microsoft.com	443	/OneCollector/1.0?cors=true&content-type=application/x-json-stream	MultiDictView[('cors', 'true'), ('content-type', 'application/x-json-stream')]	application/json	HTTP/2.0	application/json	9	Microsoft-HTTPAPI/2.0	('127.0.0.1', 54409)	('mobile.events.data.microsoft.com', 443)	TLSv1.3	TLS_AES_256_GCM_SHA384
https://mobile.events.data.microsoft.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream	200	0.251962	POST	mobile.events.data.microsoft.com	443	/OneCollector/1.0?cors=true&content-type=application/x-json-stream	MultiDictView[('cors', 'true'), ('content-type', 'application/x-json-stream')]	application/json	HTTP/2.0	application/json	9	Microsoft-HTTPAPI/2.0	('127.0.0.1', 54409)	('mobile.events.data.microsoft.com', 443)	TLSv1.3	TLS_AES_256_GCM_SHA384
https://mobile.events.data.microsoft.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream	200	0.25626	POST	mobile.events.data.microsoft.com	443	/OneCollector/1.0?cors=true&content-type=application/x-json-stream	MultiDictView[('cors', 'true'), ('content-type', 'application/x-json-stream')]	application/json	HTTP/2.0	application/json	9	Microsoft-HTTPAPI/2.0	('127.0.0.1', 54409)	('mobile.events.data.microsoft.com', 443)	TLSv1.3	TLS_AES_256_GCM_SHA384
